# This is a data table for pyrolite computed using Perple_X.
# Independent variables are temperature and pressure.
# POINTS: 200 200
T(K)           P(bar)         s,J/K/kg       rho,kg/m3      alpha,1/K      cp,J/K/m3      vp,km/s        vs,km/s        h,J/kg        
  1495.78        7537.94        2444.44        3245.71       0.398368E-004  0.401683E+007   7.51594        4.34297      -0.117916E+008
  1517.09        7537.94        2463.00        3242.57       0.401823E-004  0.402026E+007   7.49821        4.33270      -0.117636E+008
  1538.39        7537.94        2480.64        3239.67       0.405264E-004  0.402392E+007   7.48184        4.32346      -0.117367E+008
  1559.70        7537.94        2498.40        3236.62       0.408792E-004  0.402749E+007   7.46483        4.31367      -0.117092E+008
  1581.01        7537.94        2515.63        3233.67       0.412363E-004  0.403121E+007   7.44834        4.30437      -0.116821E+008
  1602.31        7537.94        2532.65        3230.70       0.416005E-004  0.403498E+007   7.43177        4.29503      -0.116550E+008
  1623.62        7537.94        2549.79        3227.60       0.419719E-004  0.403868E+007   7.41477        4.28519      -0.116274E+008
  1644.92        7537.94        2566.73        3224.48       0.423491E-004  0.404244E+007   7.39782        4.27535      -0.115997E+008
  1666.23        7537.94        2582.88        3221.56       0.427375E-004  0.404647E+007   7.38130        4.26636      -0.115730E+008
  1687.54        7537.94        2599.44        3218.40       0.431296E-004  0.405036E+007   7.36428        4.25646      -0.115452E+008
  1708.84        7537.94        2615.82        3215.22       0.435281E-004  0.405432E+007   7.34731        4.24655      -0.115174E+008
  1730.15        7537.94        2632.02        3212.02       0.439334E-004  0.405835E+007   7.33037        4.23663      -0.114896E+008
  1751.46        7537.94        2648.04        3208.81       0.443455E-004  0.406247E+007   7.31349        4.22670      -0.114617E+008
  1772.76        7537.94        2663.55        3205.71       0.447699E-004  0.406682E+007   7.29686        4.21726      -0.114343E+008
  1794.07        7537.94        2679.02        3202.58       0.451840E-004  0.407118E+007   7.28122        4.20773      -0.114067E+008
  1815.38        7537.94        2694.20        3199.45       0.456263E-004  0.407576E+007   7.26463        4.19831      -0.113794E+008
  1836.68        7537.94        2709.37        3196.27       0.460579E-004  0.408032E+007   7.24890        4.18871      -0.113517E+008
  1857.99        7537.94        2724.39        3193.08       0.464988E-004  0.408501E+007   7.23323        4.17914      -0.113239E+008
  1879.30        7537.94        2739.00        3189.90       0.470004E-004  0.409012E+007   7.21521        4.16968      -0.112966E+008
  1900.60        7537.94        2753.74        3186.65       0.474639E-004  0.409508E+007   7.19930        4.16000      -0.112688E+008
  1921.91        7537.94        2768.35        3183.39       0.479372E-004  0.410018E+007   7.18343        4.15032      -0.112408E+008
  1943.22        7537.94        2782.83        3180.10       0.484229E-004  0.410543E+007   7.16749        4.14061      -0.112129E+008
  1964.52        7537.94        2796.92        3176.81       0.489904E-004  0.411127E+007   7.14869        4.13095      -0.111853E+008
  1985.83        7537.94        2811.15        3173.46       0.495062E-004  0.411690E+007   7.13249        4.12115      -0.111572E+008
  2007.14        7537.94        2825.25        3170.10       0.500348E-004  0.412271E+007   7.11627        4.11133      -0.111291E+008
  2028.44        7537.94        2839.22        3166.71       0.505822E-004  0.412875E+007   7.09980        4.10145      -0.111009E+008
  2049.75        7537.94        2853.05        3162.93       0.513700E-004  0.413601E+007   7.07373        4.08997      -0.110727E+008
  2071.06        7537.94        2866.60        3158.78       0.524620E-004  0.414515E+007   7.03748        4.07739      -0.110448E+008
  2092.36        7537.94        2880.32        3155.75       0.527809E-004  0.415061E+007   7.03253        4.06919      -0.110162E+008
  2113.67        7537.94        2893.70        3151.35       0.540560E-004  0.416129E+007   6.99251        4.05601      -0.109881E+008
  2134.97        7537.94        2907.11        3147.49       0.549607E-004  0.417032E+007   6.96795        4.04498      -0.109596E+008
  2156.28        7537.94        2920.51        3145.10       0.548699E-004  0.417399E+007   6.97871        4.03905      -0.109308E+008
  2177.59        7537.94        2933.68        3139.70       0.568740E-004  0.418996E+007   6.91974        4.02314      -0.109023E+008
  2198.89        7537.94        2946.84        3135.82       0.578545E-004  0.420043E+007   6.89712        4.01244      -0.108735E+008
  2220.20        7537.94        2959.93        3131.92       0.588655E-004  0.421142E+007   6.87495        4.00172      -0.108445E+008
  2241.51        7537.94        2972.79        3129.71       0.587017E-004  0.421525E+007   6.88855        3.99621      -0.108159E+008
  2262.81        7537.94        2985.67        3125.69       0.598699E-004  0.422790E+007   6.86396        3.98526      -0.107869E+008
  2284.12        7537.94        2998.62        3121.14       0.614233E-004  0.424357E+007   6.83061        3.97271      -0.107574E+008
  2305.43        7537.94        3011.25        3116.20       0.635922E-004  0.426484E+007   6.78727        3.96017      -0.107284E+008
  2326.73        7537.94        3023.99        3111.83       0.652793E-004  0.428326E+007   6.75872        3.94882      -0.106989E+008
  2348.04        7537.94        3036.66        3108.12       0.664799E-004  0.429874E+007   6.74405        3.93900      -0.106693E+008
  2369.35        7537.94        3049.33        3103.33       0.688722E-004  0.432462E+007   6.70840        3.92697      -0.106395E+008
  2390.65        7537.94        3062.02        3098.20       0.719212E-004  0.435756E+007   6.66731        3.91447      -0.106092E+008
  2411.96        7537.94        3074.72        3092.86       0.758472E-004  0.440061E+007   6.62218        3.90192      -0.105788E+008
  2433.27        7537.94        3086.76        3090.30       0.781011E-004  0.443328E+007   6.62128        3.89547      -0.105495E+008
  2454.57        7537.94        3099.41        3084.91       0.870046E-004  0.453590E+007   6.56254        3.88373      -0.105186E+008
  2475.88        7537.94        2961.03        1850.72       0.409402E-004  0.249312E+007   10.5773        5.45708      -0.977397E+007
  2497.19        7537.94        2966.13        1815.82       0.422598E-004  0.246760E+007   10.5672        5.44074      -0.971194E+007
  2518.49        7537.94        2969.72        1774.89       0.440134E-004  0.243950E+007   10.5574        5.42241      -0.964200E+007
  2539.80        7537.94        3142.04        3092.23       0.558641E-004  0.424391E+007   6.94283        3.86919      -0.104105E+008
  2561.11        7537.94        3153.53        3088.53       0.565189E-004  0.425342E+007   6.92418        3.85764      -0.103813E+008
  2582.41        7537.94        3164.96        3084.79       0.572082E-004  0.426351E+007   6.90515        3.84597      -0.103519E+008
  2603.72        7537.94        3176.33        3081.01       0.579315E-004  0.427419E+007   6.88573        3.83418      -0.103224E+008
  2625.03        7537.94        3187.66        3077.18       0.586926E-004  0.428554E+007   6.86591        3.82225      -0.102927E+008
  2646.33        7537.94        3198.94        3073.31       0.594954E-004  0.429762E+007   6.84565        3.81018      -0.102630E+008
  2667.64        7537.94        3210.18        3069.39       0.603479E-004  0.431058E+007   6.82487        3.79796      -0.102331E+008
  2688.94        7537.94        3221.38        3065.41       0.612573E-004  0.432453E+007   6.80350        3.78558      -0.102032E+008
  2710.25        7537.94        3232.54        3061.38       0.622325E-004  0.433965E+007   6.78146        3.77303      -0.101730E+008
  2731.56        7537.94        3243.66        3057.30       0.632747E-004  0.435600E+007   6.75879        3.76028      -0.101428E+008
  2752.86        7537.94        3254.77        3053.14       0.644215E-004  0.437417E+007   6.73508        3.74733      -0.101123E+008
  2774.17        7537.94        3265.85        3048.90       0.656967E-004  0.439459E+007   6.71013        3.73416      -0.100817E+008
  2795.48        7537.94        3276.91        3044.60       0.670995E-004  0.441736E+007   6.68405        3.72071      -0.100509E+008
  2816.78        7537.94        3287.97        3040.20       0.687093E-004  0.444380E+007   6.65609        3.70697      -0.100199E+008
  2838.09        7537.94        3299.03        3035.69       0.705911E-004  0.447512E+007   6.62576        3.69288      -0.998858E+007
  2859.40        7537.94        3310.11        3031.05       0.728794E-004  0.451374E+007   6.59203        3.67836      -0.995701E+007
  2880.70        7537.94        3321.23        3026.26       0.758217E-004  0.456411E+007   6.55311        3.66328      -0.992509E+007
  2902.01        7537.94        3332.44        3021.24       0.799717E-004  0.463627E+007   6.50530        3.64744      -0.989269E+007
  2923.32        7537.94        3343.81        3015.89       0.869420E-004  0.475934E+007   6.43902        3.63036      -0.985956E+007
  2944.62        7537.94        3355.58        3009.87       0.105332E-003  0.508872E+007   6.31485        3.61065      -0.982503E+007
  2965.93        7537.94        3082.37        1212.18       0.245318E-004  0.163155E+007   3.08477        1.71396      -0.900756E+007
  2987.24        7537.94        3091.69        1210.66       0.248948E-004  0.163750E+007   17.2072        8.52775      -0.897783E+007
  3008.54        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3029.85        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3051.16        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3072.46        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3093.77        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3115.08        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3136.38        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3157.69        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3178.99        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3200.30        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3221.61        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3242.91        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3264.22        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3285.53        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3306.83        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3328.14        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3349.45        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3370.75        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3392.06        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3413.37        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3434.67        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3455.98        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3477.29        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3498.59        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3519.90        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3541.21        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3562.51        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3583.82        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3605.13        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3626.43        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3647.74        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3669.05        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3690.35        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3711.66        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3732.96        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3754.27        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3775.58        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3796.88        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3818.19        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3839.50        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3860.80        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3882.11        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3903.42        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3924.72        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3946.03        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3967.34        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  3988.64        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4009.95        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4031.26        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4052.56        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4073.87        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4095.18        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4116.48        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4137.79        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4159.10        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4180.40        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4201.71        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4223.02        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4244.32        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4265.63        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4286.93        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4308.24        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4329.55        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4350.85        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4372.16        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4393.47        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4414.77        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4436.08        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4457.39        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4478.69        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
  4500.00        7537.94                 10000.0            10000.0            10000.0            10000.0            10000.0            10000.0            10000.0
